ra,dec,source_type,z_spec,z_phot,mag_g,mag_r,mag_z,reference
344.5368 ,-10.9632 ,DEV,-99,0.6809 ,23.0084 ,21.4318 ,19.9387 ,
344.5567 ,17.1506 ,DEV,-99,0.7990 ,22.4516 ,20.4671 ,18.5625 ,Huang et al. 2021
344.6595 ,14.1737 ,SER,0.458,0.5576 ,21.6634 ,20.1547 ,18.9632 ,
344.8784 ,-60.5572 ,REX,-99,0.6044 ,21.4031 ,20.1350 ,19.0025 ,
344.8981 ,30.9378 ,SER,-99,0.6240 ,22.0000 ,20.5586 ,19.3303 ,
345.0498 ,32.1140 ,SER,-99,0.4429 ,20.7206 ,18.9007 ,18.0784 ,
345.1964 ,33.2800 ,DEV,0.6845,0.6809 ,22.1519 ,20.2620 ,18.6142 ,
345.4575 ,16.2930 ,DEV,-99,0.2998 ,20.6955 ,19.3866 ,18.4101 ,
345.5776 ,-9.4930 ,SER,-99,0.2628 ,18.8013 ,17.4268 ,16.5764 ,
345.6418 ,0.0390 ,SER,-99,0.5271 ,21.6579 ,19.7015 ,18.4603 ,
345.7436 ,30.7815 ,SER,-99,0.4048 ,21.7945 ,20.0527 ,19.1279 ,
345.8589 ,13.9579 ,SER,0.3089,0.3270 ,21.2905 ,19.5495 ,18.5372 ,
345.9601 ,-6.7008 ,DEV,-99,0.8329 ,23.4170 ,21.6295 ,19.7717 ,
346.0500 ,-55.4201 ,SER,-99,0.6887 ,22.3398 ,20.4798 ,18.8946 ,
346.1899 ,10.8296 ,SER,-99,0.1891 ,18.9311 ,17.8892 ,17.1026 ,
346.5242 ,-43.4316 ,SER,-99,0.4157 ,20.6117 ,18.8577 ,17.8858 ,
346.5801 ,-59.1067 ,SER,-99,0.5356 ,20.9432 ,19.4093 ,18.3401 ,
346.7668 ,-13.3744 ,SER,-99,0.5087 ,20.8630 ,18.9692 ,17.7665 ,Huang et al. 2021
346.9339 ,-8.0123 ,SER,-99,0.3267 ,20.1223 ,18.4493 ,17.5194 ,Stein et al.2022
346.9339 ,-8.0123 ,SER,-99,0.3267 ,20.1223 ,18.4493 ,17.5194 ,
347.1009 ,28.9983 ,REX,0.63358045,0.6539 ,22.9675 ,21.2836 ,19.7890 ,Huang et al. 2021
347.5057 ,-48.5540 ,SER,-99,0.2946 ,19.2695 ,17.7540 ,16.9875 ,
347.9644 ,4.8155 ,DEV,-99,0.8473 ,23.6010 ,21.5006 ,19.4156 ,
348.0097 ,-53.7328 ,SER,-99,0.2080 ,18.5276 ,17.7223 ,17.1584 ,
348.2587 ,1.5606 ,DEV,-99,0.3404 ,19.9498 ,18.4335 ,17.4690 ,
348.4771 ,-1.0801 ,SER,-99,0.5329 ,20.7679 ,18.8088 ,17.5390 ,Carrasco et al.2017
348.7320 ,-55.8827 ,SER,-99,0.3544 ,20.6123 ,19.2535 ,18.5218 ,
348.8575 ,-43.1144 ,SER,-99,0.6320 ,21.7456 ,20.3992 ,19.1469 ,
349.0616 ,-40.9003 ,REX,-99,0.3643 ,20.7694 ,19.7052 ,18.8098 ,
349.4010 ,-43.8526 ,DEV,-99,0.6691 ,23.2795 ,21.4549 ,19.9438 ,
349.5061 ,13.3835 ,SER,0.7320179,0.7158 ,21.4881 ,19.6480 ,17.9535 ,Huang et al. 2021
349.5492 ,-11.1012 ,SER,-99,0.7203 ,21.9592 ,20.0862 ,18.4069 ,Huang et al. 2020
350.0809 ,-60.7770 ,DEV,-99,0.8768 ,23.6346 ,21.4089 ,19.4585 ,Stein et al.2022
350.0879 ,-56.8959 ,SER,-99,0.7583 ,21.9905 ,20.8428 ,19.5162 ,
350.1688 ,19.6627 ,SER,-99,0.6481 ,20.9469 ,19.6720 ,18.3989 ,
350.2503 ,-13.4958 ,SER,-99,0.6616 ,21.1150 ,19.5770 ,18.0974 ,Huang et al. 2021
350.5624 ,19.8507 ,SER,-99,0.2115 ,18.9528 ,17.6461 ,16.8216 ,
350.5775 ,10.4335 ,DEV,-99,0.4648 ,22.2047 ,20.5346 ,19.4917 ,
350.5875 ,-52.8010 ,SER,-99,0.5887 ,21.0079 ,19.7523 ,18.7349 ,
350.6795 ,10.9250 ,DEV,0.5134,0.5313 ,20.6602 ,19.1368 ,18.0690 ,
350.8873 ,16.2595 ,SER,-99,0.1583 ,18.8582 ,17.7436 ,17.0077 ,
350.9765 ,-14.6225 ,DEV,-99,0.9437 ,24.2561 ,22.0705 ,19.9413 ,
351.0813 ,3.2869 ,EXP,-99,0.0718 ,18.1761 ,17.6691 ,17.2956 ,
351.1824 ,-9.5931 ,DEV,-99,0.7161 ,22.4644 ,20.6499 ,19.0321 ,
351.3161 ,-12.3875 ,SER,-99,0.3882 ,19.5794 ,17.7371 ,16.7981 ,
351.4891 ,-0.8741 ,DEV,-99,0.7627 ,22.8781 ,21.0220 ,19.2846 ,Huang et al. 2020
351.4891 ,-0.8741 ,DEV,-99,0.7627 ,22.8781 ,21.0220 ,19.2846 ,SuGOHI10 DES DECaLS HOLISMOKES8
351.5051 ,-49.8634 ,DEV,-99,0.8018 ,23.4277 ,21.4055 ,19.5512 ,
351.7114 ,9.5516 ,SER,0.3385,0.3316 ,20.5763 ,18.9339 ,18.0603 ,
351.9037 ,-54.2702 ,DEV,-99,0.9011 ,22.6823 ,21.5983 ,19.7012 ,
351.9463 ,-41.2616 ,SER,-99,0.3643 ,19.5849 ,17.8134 ,16.9336 ,
352.0889 ,29.9215 ,REX,-99,0.1230 ,18.2518 ,17.7963 ,17.4716 ,
352.7011 ,-7.3227 ,SER,-99,0.5049 ,21.5808 ,19.7807 ,18.6933 ,
352.8747 ,-3.5622 ,SER,-99,0.6653 ,22.2722 ,20.4140 ,18.8546 ,
352.9189 ,32.1657 ,SER,-99,0.2086 ,19.1862 ,17.9383 ,17.1098 ,
353.0522 ,-43.3556 ,SER,-99,0.5214 ,20.3544 ,18.5447 ,17.3723 ,
353.5287 ,-7.7712 ,SER,0.41179,0.4018 ,20.1641 ,18.3231 ,17.3802 ,Huang et al. 2021
353.8014 ,16.2913 ,SER,0.283,0.2811 ,19.2105 ,17.6862 ,16.7271 ,
353.8879 ,-40.8125 ,SER,-99,0.3196 ,19.5529 ,17.9447 ,17.1156 ,Stein et al.2022
353.9212 ,-6.8142 ,DEV,-99,0.4047 ,20.9846 ,19.1570 ,18.2273 ,
353.9664 ,-51.8716 ,SER,-99,0.5549 ,20.7766 ,19.0712 ,17.8317 ,Diehl et al. 2017
353.9664 ,-51.8716 ,SER,-99,0.5549 ,20.7766 ,19.0712 ,17.8317 ,Jacobs et al.2019
354.0348 ,0.9016 ,SER,-99,0.6841 ,21.6528 ,20.6092 ,19.6049 ,
354.0428 ,-2.1264 ,REX,0.49416962,0.4867 ,20.5704 ,19.3586 ,18.4364 ,Huang et al. 2021
354.1059 ,18.9786 ,DEV,-99,0.8534 ,24.0230 ,21.9486 ,19.9972 ,
354.1701 ,-1.2844 ,SER,-99,0.6588 ,22.2387 ,20.2716 ,18.7179 ,
354.3709 ,26.5976 ,SER,0.3793705,0.3921 ,20.2396 ,18.3593 ,17.3985 ,Stein et al.2022
354.4695 ,-60.3908 ,REX,-99,0.5217 ,21.8212 ,20.5779 ,19.7470 ,
354.6178 ,21.0473 ,REX,-99,0.7377 ,21.1407 ,20.1724 ,18.9666 ,Stein et al.2022
354.7510 ,16.8140 ,SER,-99,0.3079 ,20.5148 ,19.3398 ,18.5363 ,
354.8266 ,-13.9408 ,DEV,-99,0.5770 ,21.4354 ,19.8566 ,18.6577 ,Stein et al.2022
354.8266 ,-13.9408 ,DEV,-99,0.5770 ,21.4354 ,19.8566 ,18.6577 ,
354.8325 ,8.6981 ,SER,-99,0.2054 ,18.8231 ,17.5505 ,16.7253 ,
355.0491 ,9.0233 ,SER,-99,0.1888 ,18.6993 ,17.4422 ,16.6273 ,
355.3116 ,3.2518 ,DEV,0.7267965,0.7191 ,21.3813 ,20.0673 ,18.6770 ,Stein et al.2022
355.4229 ,-3.9534 ,SER,-99,0.6277 ,21.5407 ,19.8360 ,18.4029 ,
356.1448 ,-11.3710 ,EXP,-99,0.7711 ,21.7647 ,20.8958 ,19.8895 ,
356.5292 ,26.6619 ,SER,-99,0.5240 ,21.3338 ,20.0456 ,19.0792 ,Stein et al.2022
356.7133 ,-3.3219 ,EXP,-99,0.1814 ,20.4460 ,19.6225 ,19.0289 ,
356.7965 ,-45.4836 ,SER,-99,0.6492 ,21.3428 ,19.4128 ,17.8711 ,Storfer et al. 2022
356.9366 ,-11.3459 ,REX,-99,0.4209 ,21.3399 ,20.3544 ,19.2430 ,Stein et al.2022
356.9366 ,-11.3459 ,REX,-99,0.4209 ,21.3399 ,20.3544 ,19.2430 ,
356.9548 ,-4.6500 ,DEV,-99,0.9785 ,22.6638 ,21.4718 ,19.5173 ,Stein et al.2022
357.0329 ,28.1651 ,DEV,0.2856,0.2866 ,19.5343 ,17.9177 ,17.0410 ,
357.0468 ,5.6703 ,DEV,0.7276,0.6634 ,22.3382 ,20.4387 ,18.8742 ,
357.3120 ,27.0836 ,SER,0.196,0.1980 ,18.7578 ,17.4685 ,16.6780 ,
357.3363 ,14.6488 ,DEV,-99,0.7038 ,22.5791 ,20.8927 ,19.3227 ,
357.4284 ,12.4188 ,REX,-99,0.6972 ,22.4641 ,20.9684 ,19.4705 ,Stein et al.2022
357.7044 ,-58.1052 ,SER,-99,0.3904 ,21.0318 ,20.2780 ,19.8487 ,
357.7685 ,-37.7309 ,DEV,-99,0.2456 ,18.8280 ,17.6411 ,16.9359 ,
357.9662 ,-8.0784 ,DEV,-99,0.2249 ,20.5954 ,19.3333 ,18.6141 ,
358.1396 ,21.9827 ,DEV,-99,0.8547 ,22.9747 ,21.5009 ,19.4815 ,
358.1793 ,15.1586 ,EXP,-99,0.8019 ,22.7194 ,21.1213 ,19.4108 ,
358.3734 ,25.8989 ,SER,0.2148,0.2207 ,18.9166 ,17.5107 ,16.6573 ,
358.7272 ,-56.5514 ,DEV,-99,0.5506 ,22.7906 ,21.0266 ,19.8461 ,
359.0579 ,4.7484 ,SER,0.4532,0.4553 ,20.9948 ,19.1760 ,18.1427 ,
359.1421 ,2.6922 ,DEV,-99,0.8204 ,22.9522 ,21.2277 ,19.3540 ,Huang et al. 2021
359.1597 ,-1.9372 ,SER,0.5716,0.5713 ,21.7847 ,19.8400 ,18.4919 ,
359.3558 ,-51.3447 ,REX,-99,0.7069 ,21.1379 ,20.1929 ,19.1441 ,
359.3678 ,-35.3376 ,SER,-99,0.5003 ,20.7534 ,19.0254 ,17.8717 ,
